idx,label,label_text,pred,pred_text,correct,commitment_layer,final_p_correct
546,1,Yes,1,Yes,True,30,0.9900504350662231
547,0,No,0,No,True,27,0.9495999217033386
548,1,Yes,1,Yes,True,-1,0.617169976234436
549,1,Yes,1,Yes,True,30,0.9361422657966614
550,1,Yes,0,No,False,-1,0.299325168132782
551,1,Yes,0,No,False,-1,0.16143831610679626
552,1,Yes,1,Yes,True,30,0.9573294520378113
553,1,Yes,1,Yes,True,30,0.9903000593185425
554,1,Yes,0,No,False,-1,0.02548973262310028
555,0,No,0,No,True,27,0.9871534705162048
556,1,Yes,0,No,False,-1,0.09065941721200943
557,1,Yes,1,Yes,True,30,0.9893234372138977
558,1,Yes,1,Yes,True,30,0.95815110206604
559,1,Yes,1,Yes,True,30,0.9901706576347351
560,1,Yes,1,Yes,True,30,0.9755178689956665
561,0,No,0,No,True,28,0.9989861845970154
562,1,Yes,1,Yes,True,30,0.9778619408607483
563,1,Yes,1,Yes,True,30,0.9769935011863708
564,0,No,0,No,True,29,0.9997225403785706
565,1,Yes,1,Yes,True,30,0.9861206412315369
566,1,Yes,1,Yes,True,30,0.9966536164283752
567,1,Yes,1,Yes,True,30,0.9967691898345947
568,0,No,0,No,True,28,0.9915050864219666
569,1,Yes,1,Yes,True,30,0.9931017160415649
570,1,Yes,0,No,False,-1,0.30850523710250854
571,1,Yes,1,Yes,True,30,0.9935425519943237
572,0,No,0,No,True,27,0.8048460483551025
573,0,No,1,Yes,False,-1,0.019773513078689575
574,1,Yes,1,Yes,True,30,0.9753815531730652
575,0,No,0,No,True,29,0.998485267162323
576,1,Yes,1,Yes,True,-1,0.7391411066055298
577,0,No,0,No,True,29,0.9898631572723389
578,0,No,0,No,True,29,0.9978639483451843
579,1,Yes,0,No,False,-1,0.0230978112667799
580,0,No,1,Yes,False,-1,0.36755654215812683
581,0,No,0,No,True,29,0.9988032579421997
582,1,Yes,1,Yes,True,30,0.996971845626831
583,1,Yes,1,Yes,True,30,0.9454839825630188
584,1,Yes,1,Yes,True,30,0.9920114874839783
585,1,Yes,1,Yes,True,30,0.9910821914672852
586,1,Yes,1,Yes,True,31,0.8797045350074768
587,0,No,0,No,True,29,0.9948398470878601
588,1,Yes,0,No,False,-1,0.3398987352848053
589,0,No,0,No,True,28,0.9866328239440918
590,0,No,0,No,True,29,0.9994497895240784
591,1,Yes,1,Yes,True,30,0.9978137016296387
592,0,No,0,No,True,29,0.9993151426315308
593,0,No,0,No,True,29,0.9989749193191528
594,1,Yes,1,Yes,True,30,0.9254015684127808
595,1,Yes,1,Yes,True,30,0.9953992962837219
596,1,Yes,0,No,False,-1,7.029366679489613e-05
597,0,No,0,No,True,27,0.9974738955497742
598,0,No,1,Yes,False,-1,0.03203684836626053
599,1,Yes,1,Yes,True,30,0.9974821209907532
600,0,No,1,Yes,False,-1,0.35643213987350464
601,0,No,0,No,True,29,0.9990679621696472
602,1,Yes,1,Yes,True,30,0.9581640958786011
603,0,No,1,Yes,False,-1,0.2371789664030075
604,1,Yes,1,Yes,True,31,0.9519678354263306
605,1,Yes,1,Yes,True,31,0.9141759872436523
606,0,No,0,No,True,27,0.931402862071991
607,1,Yes,1,Yes,True,30,0.99413001537323
608,1,Yes,1,Yes,True,30,0.9933918118476868
609,1,Yes,1,Yes,True,30,0.993631899356842
610,1,Yes,1,Yes,True,30,0.998759388923645
611,0,No,0,No,True,27,0.9218191504478455
612,1,Yes,1,Yes,True,30,0.9946609139442444
613,1,Yes,1,Yes,True,30,0.9893430471420288
614,1,Yes,1,Yes,True,30,0.9935330152511597
615,1,Yes,0,No,False,-1,0.0004303863679524511
616,0,No,0,No,True,29,0.9993114471435547
617,1,Yes,1,Yes,True,30,0.9975742697715759
618,0,No,0,No,True,29,0.9984478950500488
619,0,No,0,No,True,28,0.9993252754211426
620,1,Yes,0,No,False,-1,0.018032416701316833
621,1,Yes,1,Yes,True,30,0.9444872736930847
622,1,Yes,1,Yes,True,30,0.9973610043525696
623,0,No,0,No,True,27,0.979649543762207
624,1,Yes,1,Yes,True,31,0.8970741033554077
625,0,No,1,Yes,False,-1,0.03308303281664848
626,0,No,0,No,True,30,0.9983618855476379
627,1,Yes,1,Yes,True,30,0.9920028448104858
628,0,No,0,No,True,28,0.998448371887207
629,1,Yes,1,Yes,True,30,0.9954420328140259
630,0,No,0,No,True,28,0.9963405132293701
631,1,Yes,1,Yes,True,30,0.9886142015457153
632,1,Yes,1,Yes,True,31,0.9399980902671814
633,0,No,0,No,True,29,0.9992781281471252
634,1,Yes,0,No,False,-1,0.03148214891552925
635,0,No,0,No,True,29,0.7833872437477112
636,0,No,0,No,True,27,0.9899417757987976
637,1,Yes,1,Yes,True,30,0.9472483396530151
638,1,Yes,1,Yes,True,30,0.9970535039901733
639,0,No,0,No,True,27,0.9931167364120483
640,0,No,0,No,True,29,0.9987724423408508
641,0,No,0,No,True,29,0.9995493292808533
642,1,Yes,1,Yes,True,30,0.9715108871459961
643,1,Yes,1,Yes,True,30,0.9952287673950195
644,1,Yes,1,Yes,True,30,0.9949145317077637
645,0,No,0,No,True,29,0.9900139570236206
646,1,Yes,1,Yes,True,30,0.970764696598053
647,0,No,0,No,True,28,0.999409556388855
648,0,No,0,No,True,29,0.9985499978065491
649,1,Yes,1,Yes,True,30,0.9986270666122437
650,0,No,1,Yes,False,-1,0.11698754131793976
651,1,Yes,1,Yes,True,30,0.9907185435295105
652,1,Yes,1,Yes,True,30,0.992066502571106
653,0,No,0,No,True,27,0.9992955923080444
654,1,Yes,1,Yes,True,30,0.9400749802589417
655,0,No,0,No,True,29,0.9994094371795654
656,1,Yes,1,Yes,True,30,0.9574429988861084
657,1,Yes,1,Yes,True,30,0.9641191363334656
658,0,No,0,No,True,29,0.9909642934799194
659,1,Yes,0,No,False,-1,0.012597154825925827
660,1,Yes,1,Yes,True,30,0.9883679747581482
661,1,Yes,1,Yes,True,30,0.9941893815994263
662,0,No,0,No,True,30,0.9983750581741333
663,0,No,0,No,True,30,0.9837245941162109
664,1,Yes,1,Yes,True,30,0.9965792298316956
665,1,Yes,1,Yes,True,30,0.9916924238204956
666,1,Yes,1,Yes,True,31,0.8372595310211182
667,1,Yes,0,No,False,-1,0.00988420844078064
668,1,Yes,1,Yes,True,31,0.8388752937316895
669,1,Yes,0,No,False,-1,0.0023895222693681717
670,0,No,0,No,True,29,0.9989226460456848
671,1,Yes,1,Yes,True,30,0.9935345649719238
672,1,Yes,1,Yes,True,30,0.9539330005645752
673,1,Yes,1,Yes,True,31,0.9359738826751709
674,1,Yes,1,Yes,True,30,0.9966875910758972
675,0,No,0,No,True,27,0.9977680444717407
676,0,No,0,No,True,27,0.9968032836914062
677,0,No,0,No,True,29,0.9971694350242615
678,1,Yes,1,Yes,True,30,0.993037760257721
679,1,Yes,1,Yes,True,30,0.9622588753700256
680,1,Yes,1,Yes,True,30,0.936774730682373
681,0,No,0,No,True,27,0.9870092272758484
682,1,Yes,1,Yes,True,30,0.9842970967292786
683,1,Yes,1,Yes,True,30,0.9878454804420471
684,1,Yes,0,No,False,-1,0.46622881293296814
685,0,No,0,No,True,28,0.9743889570236206
686,1,Yes,1,Yes,True,31,0.906027615070343
687,1,Yes,0,No,False,-1,0.0011099621187895536
688,1,Yes,0,No,False,-1,0.20525959134101868
689,0,No,0,No,True,30,0.999568521976471
690,0,No,1,Yes,False,-1,4.493794767768122e-05
691,1,Yes,0,No,False,-1,0.0034230181481689215
692,0,No,0,No,True,30,0.9995531439781189
693,1,Yes,1,Yes,True,30,0.9916195869445801
694,1,Yes,0,No,False,-1,0.008435999974608421
695,1,Yes,1,Yes,True,30,0.9595796465873718
696,1,Yes,1,Yes,True,30,0.9932268261909485
697,1,Yes,1,Yes,True,30,0.9969545602798462
698,1,Yes,1,Yes,True,30,0.950776219367981
699,1,Yes,0,No,False,-1,0.0015926797641441226
700,0,No,0,No,True,29,0.9990658164024353
701,1,Yes,1,Yes,True,30,0.9431795477867126
702,0,No,0,No,True,29,0.8833215832710266
703,1,Yes,1,Yes,True,30,0.9841886758804321
704,1,Yes,1,Yes,True,30,0.9917725920677185
705,1,Yes,1,Yes,True,30,0.8753939867019653
706,1,Yes,1,Yes,True,31,0.8983824253082275
707,1,Yes,0,No,False,-1,0.06621158123016357
708,1,Yes,1,Yes,True,30,0.9717175364494324
709,1,Yes,0,No,False,-1,0.044530898332595825
710,0,No,0,No,True,30,0.9991244673728943
711,1,Yes,1,Yes,True,30,0.9794194102287292
712,0,No,0,No,True,27,0.9987829327583313
713,1,Yes,1,Yes,True,30,0.9880023002624512
714,1,Yes,1,Yes,True,30,0.9948924779891968
715,0,No,1,Yes,False,-1,0.0641561821103096
716,0,No,1,Yes,False,-1,0.043011002242565155
717,1,Yes,1,Yes,True,30,0.958945631980896
718,1,Yes,0,No,False,-1,0.04664437845349312
719,0,No,1,Yes,False,-1,0.09017778933048248
720,1,Yes,1,Yes,True,30,0.9937005043029785
721,0,No,0,No,True,29,0.999099850654602
722,1,Yes,0,No,False,-1,0.0015932550886645913
723,1,Yes,1,Yes,True,30,0.9904106855392456
724,0,No,0,No,True,27,0.9993106126785278
725,0,No,0,No,True,29,0.9994304776191711
726,0,No,1,Yes,False,-1,0.106909841299057
727,1,Yes,1,Yes,True,30,0.9976746439933777
728,0,No,0,No,True,29,0.7939196825027466
729,1,Yes,1,Yes,True,30,0.9862596988677979
730,1,Yes,1,Yes,True,30,0.9939224123954773
731,1,Yes,1,Yes,True,30,0.959694504737854
732,0,No,1,Yes,False,-1,0.001471097581088543
733,1,Yes,0,No,False,-1,0.0006548778619617224
734,1,Yes,1,Yes,True,30,0.994904637336731
735,0,No,0,No,True,29,0.7942617535591125
736,1,Yes,1,Yes,True,31,0.8535172343254089
737,0,No,0,No,True,29,0.9926429390907288
738,1,Yes,1,Yes,True,31,0.8275916576385498
739,0,No,0,No,True,29,0.999377965927124
740,1,Yes,1,Yes,True,30,0.9920151233673096
741,0,No,0,No,True,29,0.9975743889808655
742,1,Yes,1,Yes,True,30,0.9516898989677429
743,0,No,0,No,True,28,0.9997599720954895
744,0,No,0,No,True,27,0.7935743927955627
745,1,Yes,1,Yes,True,30,0.9628348350524902
746,1,Yes,1,Yes,True,30,0.9928324222564697
747,1,Yes,1,Yes,True,30,0.93021559715271
748,1,Yes,1,Yes,True,30,0.932412326335907
749,1,Yes,0,No,False,-1,0.003306717611849308
750,1,Yes,1,Yes,True,30,0.9911617040634155
751,1,Yes,1,Yes,True,30,0.9904478788375854
752,1,Yes,1,Yes,True,30,0.9910184144973755
753,1,Yes,1,Yes,True,30,0.9980202913284302
754,1,Yes,1,Yes,True,-1,0.6789308786392212
755,1,Yes,1,Yes,True,30,0.9886566400527954
756,0,No,0,No,True,29,0.785933792591095
757,1,Yes,1,Yes,True,30,0.9367159605026245
758,0,No,0,No,True,27,0.7969768047332764
759,1,Yes,1,Yes,True,30,0.969103217124939
760,0,No,0,No,True,28,0.9993975162506104
761,1,Yes,1,Yes,True,30,0.984775722026825
762,0,No,1,Yes,False,-1,0.03981329873204231
763,1,Yes,1,Yes,True,30,0.9926175475120544
764,1,Yes,1,Yes,True,30,0.9880946278572083
765,1,Yes,0,No,False,-1,0.0013918316690251231
766,1,Yes,1,Yes,True,-1,0.7356921434402466
767,1,Yes,1,Yes,True,-1,0.6470680236816406
768,0,No,0,No,True,30,0.9994819760322571
769,1,Yes,1,Yes,True,30,0.996677041053772
770,1,Yes,1,Yes,True,30,0.9930275082588196
771,0,No,1,Yes,False,-1,0.06327148526906967
772,0,No,0,No,True,30,0.9988196492195129
773,1,Yes,1,Yes,True,30,0.9979097247123718
774,0,No,0,No,True,30,0.9996001124382019
775,0,No,0,No,True,29,0.9975618124008179
776,1,Yes,1,Yes,True,-1,0.6955220699310303
777,1,Yes,1,Yes,True,30,0.9920397996902466
778,1,Yes,1,Yes,True,31,0.841535210609436
779,1,Yes,1,Yes,True,30,0.9935930371284485
780,0,No,0,No,True,27,0.7665473222732544
781,1,Yes,1,Yes,True,30,0.9507798552513123
782,0,No,0,No,True,29,0.9994595646858215
783,1,Yes,0,No,False,-1,0.2586013078689575
784,1,Yes,0,No,False,-1,0.002794642234221101
785,0,No,0,No,True,27,0.9575430154800415
786,1,Yes,1,Yes,True,30,0.9840227365493774
787,0,No,1,Yes,False,-1,0.3256515860557556
788,0,No,0,No,True,29,0.9424672722816467
789,1,Yes,1,Yes,True,30,0.9911227226257324
790,0,No,0,No,True,29,0.9992627501487732
791,1,Yes,1,Yes,True,31,0.8955503702163696
792,1,Yes,0,No,False,-1,0.00029108740272931755
793,1,Yes,1,Yes,True,30,0.997866690158844
794,1,Yes,0,No,False,-1,0.02440338209271431
795,1,Yes,1,Yes,True,-1,0.5976759791374207
796,1,Yes,0,No,False,-1,0.00045816387864761055
797,1,Yes,1,Yes,True,30,0.9978971481323242
798,1,Yes,1,Yes,True,30,0.9897202849388123
799,0,No,0,No,True,27,0.9324563145637512
800,1,Yes,1,Yes,True,30,0.9866967797279358
801,1,Yes,1,Yes,True,30,0.9961584210395813
802,1,Yes,1,Yes,True,31,0.8661184310913086
803,0,No,0,No,True,29,0.9765423536300659
804,1,Yes,1,Yes,True,30,0.979608952999115
805,0,No,0,No,True,29,0.990750253200531
806,1,Yes,1,Yes,True,30,0.9879242181777954
807,1,Yes,1,Yes,True,30,0.9822914600372314
808,1,Yes,0,No,False,-1,0.000814734201412648
809,1,Yes,1,Yes,True,30,0.8989459872245789
810,1,Yes,1,Yes,True,30,0.9972755312919617
811,1,Yes,0,No,False,-1,0.047479450702667236
812,1,Yes,1,Yes,True,30,0.9898847341537476
813,1,Yes,1,Yes,True,30,0.9949959516525269
814,1,Yes,1,Yes,True,30,0.9965811371803284
815,1,Yes,1,Yes,True,30,0.9675412774085999
816,1,Yes,0,No,False,-1,0.05473443493247032
817,0,No,0,No,True,29,0.9994106292724609
818,0,No,0,No,True,29,0.9989708662033081
819,0,No,0,No,True,27,0.9993345141410828
820,1,Yes,1,Yes,True,31,0.9332983493804932
821,1,Yes,1,Yes,True,30,0.9526525735855103
822,0,No,1,Yes,False,-1,0.20965564250946045
823,0,No,0,No,True,29,0.9993470311164856
824,1,Yes,1,Yes,True,30,0.9480773210525513
825,1,Yes,1,Yes,True,-1,0.7529801726341248
826,1,Yes,1,Yes,True,30,0.994167685508728
827,1,Yes,0,No,False,-1,0.007427635136991739
828,0,No,0,No,True,29,0.9995692372322083
829,1,Yes,1,Yes,True,30,0.9924690127372742
830,1,Yes,1,Yes,True,30,0.9776400327682495
831,1,Yes,1,Yes,True,30,0.9900016784667969
832,1,Yes,1,Yes,True,30,0.9929097294807434
833,1,Yes,1,Yes,True,30,0.9788205027580261
834,1,Yes,1,Yes,True,30,0.9920909404754639
835,0,No,0,No,True,29,0.999184787273407
836,0,No,0,No,True,27,0.9823185205459595
837,0,No,0,No,True,29,0.9997473359107971
838,1,Yes,1,Yes,True,30,0.9939509630203247
839,1,Yes,0,No,False,-1,0.35558727383613586
840,1,Yes,1,Yes,True,30,0.9608163833618164
841,0,No,0,No,True,27,0.8537063002586365
842,1,Yes,1,Yes,True,30,0.9913984537124634
843,0,No,0,No,True,28,0.9877020716667175
844,1,Yes,1,Yes,True,31,0.8121858835220337
845,0,No,0,No,True,29,0.9963467717170715
846,0,No,0,No,True,29,0.9993051290512085
847,1,Yes,1,Yes,True,30,0.9895026683807373
848,1,Yes,1,Yes,True,30,0.9877666234970093
849,1,Yes,1,Yes,True,31,0.95918869972229
850,1,Yes,1,Yes,True,30,0.9968434572219849
851,0,No,0,No,True,29,0.9987002611160278
852,0,No,0,No,True,30,0.997665286064148
853,1,Yes,1,Yes,True,31,0.8091869950294495
854,1,Yes,1,Yes,True,30,0.9764728546142578
855,1,Yes,1,Yes,True,31,0.9035219550132751
856,0,No,0,No,True,27,0.9985947012901306
857,0,No,0,No,True,27,0.9995924830436707
858,0,No,1,Yes,False,-1,0.0020083028357475996
859,1,Yes,1,Yes,True,30,0.9935626983642578
860,0,No,0,No,True,29,0.9984481334686279
861,0,No,0,No,True,30,0.9955294728279114
862,0,No,0,No,True,29,0.9990023970603943
863,0,No,0,No,True,29,0.8697845339775085
864,1,Yes,1,Yes,True,30,0.9539822340011597
865,1,Yes,1,Yes,True,30,0.9902064204216003
866,1,Yes,1,Yes,True,30,0.9881901741027832
867,0,No,0,No,True,28,0.9912785887718201
868,1,Yes,0,No,False,-1,0.003529935609549284
869,1,Yes,0,No,False,-1,0.04513363167643547
870,1,Yes,1,Yes,True,30,0.8887072205543518
871,1,Yes,0,No,False,-1,0.46148326992988586
872,0,No,0,No,True,27,0.9131653308868408
873,0,No,0,No,True,29,0.984940230846405
874,0,No,0,No,True,29,0.9992002844810486
875,1,Yes,1,Yes,True,30,0.9955921769142151
876,0,No,0,No,True,27,0.9462478160858154
877,1,Yes,0,No,False,-1,0.13386079668998718
878,1,Yes,1,Yes,True,30,0.988012433052063
879,0,No,0,No,True,29,0.9985558390617371
880,1,Yes,1,Yes,True,30,0.9970623850822449
881,0,No,0,No,True,27,0.6775678396224976
882,1,Yes,0,No,False,-1,0.004026956856250763
883,1,Yes,1,Yes,True,30,0.9881182312965393
884,0,No,0,No,True,27,0.9996981620788574
885,1,Yes,1,Yes,True,30,0.9976304769515991
886,0,No,0,No,True,28,0.9876202940940857
887,0,No,0,No,True,28,0.9993898868560791
888,1,Yes,1,Yes,True,31,0.9056328535079956
889,1,Yes,0,No,False,-1,0.0011097011156380177
890,0,No,0,No,True,29,0.9984045624732971
891,1,Yes,1,Yes,True,30,0.989129900932312
892,1,Yes,1,Yes,True,30,0.9766675233840942
893,1,Yes,1,Yes,True,30,0.9812015295028687
894,1,Yes,1,Yes,True,31,0.8898851871490479
895,1,Yes,0,No,False,-1,0.06621189415454865
896,0,No,0,No,True,27,0.9573134183883667
897,0,No,0,No,True,29,0.9993771910667419
898,1,Yes,1,Yes,True,30,0.9937446713447571
899,1,Yes,1,Yes,True,30,0.9934976100921631
900,0,No,0,No,True,29,0.9970816969871521
901,1,Yes,1,Yes,True,30,0.9976939558982849
902,1,Yes,1,Yes,True,30,0.9657612442970276
903,0,No,0,No,True,27,0.9768171906471252
904,0,No,0,No,True,30,0.9994588494300842
905,0,No,0,No,True,29,0.9992579817771912
906,1,Yes,1,Yes,True,30,0.9685473442077637
907,0,No,1,Yes,False,-1,0.2704803943634033
908,0,No,0,No,True,27,0.9980226755142212
909,0,No,0,No,True,29,0.8414177894592285
910,0,No,0,No,True,29,0.9990481734275818
911,1,Yes,0,No,False,-1,0.05879237502813339
912,0,No,0,No,True,28,0.9988791346549988
913,0,No,0,No,True,27,0.9744352698326111
914,1,Yes,1,Yes,True,30,0.9958897233009338
915,0,No,0,No,True,27,0.9923132061958313
916,0,No,0,No,True,29,0.9994288086891174
917,0,No,0,No,True,29,0.9976736903190613
918,1,Yes,1,Yes,True,30,0.9914593696594238
919,0,No,0,No,True,29,0.996713399887085
920,1,Yes,1,Yes,True,30,0.9907536506652832
921,1,Yes,1,Yes,True,30,0.9563986659049988
922,1,Yes,1,Yes,True,30,0.819543719291687
923,0,No,0,No,True,29,0.9995484948158264
924,1,Yes,1,Yes,True,30,0.9601024389266968
925,1,Yes,1,Yes,True,30,0.9943059086799622
926,0,No,0,No,True,29,0.9991983771324158
927,1,Yes,1,Yes,True,30,0.9675411581993103
928,1,Yes,1,Yes,True,30,0.9910515546798706
929,1,Yes,1,Yes,True,31,0.9395986199378967
930,0,No,0,No,True,28,0.953042209148407
931,1,Yes,1,Yes,True,31,0.9053648114204407
932,0,No,0,No,True,29,0.9990155696868896
933,1,Yes,1,Yes,True,30,0.9858254790306091
934,1,Yes,1,Yes,True,30,0.9945541620254517
935,1,Yes,1,Yes,True,30,0.9920022487640381
936,1,Yes,1,Yes,True,30,0.9734892249107361
937,0,No,0,No,True,29,0.9993284940719604
938,1,Yes,1,Yes,True,30,0.9745647311210632
939,1,Yes,1,Yes,True,30,0.9974318146705627
940,0,No,0,No,True,30,0.9993001222610474
941,0,No,0,No,True,29,0.9989325404167175
942,0,No,0,No,True,29,0.9855552911758423
943,0,No,0,No,True,29,0.9995429515838623
944,1,Yes,1,Yes,True,30,0.9172012805938721
945,1,Yes,1,Yes,True,30,0.9917579293251038
946,1,Yes,1,Yes,True,31,0.9079422950744629
947,1,Yes,1,Yes,True,-1,0.6506431698799133
948,1,Yes,0,No,False,-1,0.13670013844966888
949,1,Yes,0,No,False,-1,4.980695666745305e-05
950,0,No,0,No,True,30,0.9986525774002075
951,1,Yes,0,No,False,-1,0.05727216973900795
952,1,Yes,1,Yes,True,31,0.9559311866760254
953,0,No,0,No,True,29,0.9994031190872192
954,1,Yes,1,Yes,True,30,0.9836286306381226
955,0,No,0,No,True,29,0.9994220733642578
956,1,Yes,1,Yes,True,31,0.9273015260696411
957,0,No,0,No,True,27,0.9922943115234375
958,1,Yes,0,No,False,-1,0.11853044480085373
959,1,Yes,0,No,False,-1,0.3951188921928406
960,0,No,0,No,True,27,0.9993066787719727
961,1,Yes,1,Yes,True,30,0.9748530983924866
962,0,No,0,No,True,28,0.9981781244277954
963,0,No,1,Yes,False,-1,0.22288429737091064
964,1,Yes,1,Yes,True,-1,0.4506531357765198
965,1,Yes,0,No,False,-1,0.00031938377651385963
966,1,Yes,1,Yes,True,30,0.9828612804412842
967,1,Yes,0,No,False,-1,0.4252573251724243
968,1,Yes,1,Yes,True,30,0.9964332580566406
969,0,No,0,No,True,27,0.9985551238059998
970,0,No,0,No,True,27,0.9863120913505554
971,1,Yes,1,Yes,True,30,0.9441043734550476
972,0,No,1,Yes,False,-1,0.0002371159935137257
973,1,Yes,1,Yes,True,30,0.9849795699119568
974,1,Yes,1,Yes,True,30,0.9748919606208801
975,0,No,0,No,True,30,0.9987519979476929
976,1,Yes,1,Yes,True,30,0.9984394907951355
977,0,No,0,No,True,27,0.9515573382377625
978,1,Yes,1,Yes,True,30,0.9969112277030945
979,1,Yes,1,Yes,True,30,0.9712374806404114
980,0,No,1,Yes,False,-1,0.1987234205007553
981,1,Yes,1,Yes,True,30,0.9968827962875366
982,0,No,0,No,True,29,0.8726598024368286
983,1,Yes,1,Yes,True,30,0.9817714691162109
984,1,Yes,1,Yes,True,30,0.9726985692977905
985,1,Yes,1,Yes,True,30,0.9894149303436279
986,1,Yes,1,Yes,True,31,0.9110711216926575
987,1,Yes,1,Yes,True,30,0.9950666427612305
988,1,Yes,1,Yes,True,31,0.9267404675483704
989,1,Yes,1,Yes,True,30,0.9919123649597168
990,1,Yes,1,Yes,True,30,0.9959136843681335
991,0,No,0,No,True,29,0.9995637536048889
992,1,Yes,1,Yes,True,31,0.8450148701667786
993,1,Yes,1,Yes,True,30,0.9958670139312744
994,1,Yes,1,Yes,True,30,0.9964052438735962
995,0,No,0,No,True,30,0.999677300453186
996,1,Yes,0,No,False,-1,0.0025055911391973495
997,0,No,0,No,True,27,0.9964807629585266
998,0,No,0,No,True,27,0.9932965636253357
999,1,Yes,1,Yes,True,30,0.9888495802879333
1000,0,No,0,No,True,30,0.9981611371040344
1001,1,Yes,1,Yes,True,30,0.9925734996795654
1002,0,No,0,No,True,29,0.9934598207473755
1003,0,No,1,Yes,False,-1,0.0013733037048950791
1004,0,No,0,No,True,28,0.9980939030647278
1005,0,No,0,No,True,29,0.999339759349823
1006,1,Yes,1,Yes,True,31,0.9174327850341797
1007,1,Yes,1,Yes,True,30,0.9966957569122314
1008,0,No,1,Yes,False,-1,0.23313769698143005
1009,1,Yes,1,Yes,True,30,0.9955293536186218
1010,1,Yes,0,No,False,-1,0.011880568228662014
1011,0,No,0,No,True,27,0.9993898868560791
1012,1,Yes,1,Yes,True,30,0.9884507656097412
1013,1,Yes,1,Yes,True,30,0.9771165251731873
1014,1,Yes,1,Yes,True,30,0.9556923508644104
1015,0,No,0,No,True,29,0.9858681559562683
1016,0,No,0,No,True,27,0.9994760155677795
1017,0,No,0,No,True,29,0.9996960163116455
1018,0,No,0,No,True,29,0.9996792078018188
1019,1,Yes,1,Yes,True,31,0.9281449913978577
1020,0,No,0,No,True,28,0.9957398176193237
1021,1,Yes,1,Yes,True,30,0.9519834518432617
1022,1,Yes,1,Yes,True,30,0.9971143007278442
1023,1,Yes,1,Yes,True,-1,0.5270544290542603
1024,0,No,0,No,True,27,0.9898339509963989
1025,1,Yes,0,No,False,-1,0.4667394459247589
1026,1,Yes,1,Yes,True,30,0.9949389696121216
1027,0,No,0,No,True,29,0.9981075525283813
1028,1,Yes,1,Yes,True,30,0.9944538474082947
1029,1,Yes,1,Yes,True,30,0.9992762207984924
1030,0,No,0,No,True,27,0.9982892870903015
1031,1,Yes,1,Yes,True,30,0.9955997467041016
1032,0,No,0,No,True,29,0.9992596507072449
1033,0,No,0,No,True,28,0.9994887113571167
1034,0,No,0,No,True,29,0.962546706199646
1035,1,Yes,1,Yes,True,30,0.9917353987693787
1036,0,No,0,No,True,29,0.9990492463111877
1037,0,No,0,No,True,29,0.9989362359046936
1038,1,Yes,0,No,False,-1,0.18391528725624084
1039,1,Yes,1,Yes,True,30,0.990251898765564
1040,1,Yes,1,Yes,True,30,0.9957219362258911
1041,0,No,0,No,True,30,0.5260486006736755
1042,1,Yes,1,Yes,True,30,0.9564502239227295
1043,1,Yes,1,Yes,True,30,0.9929920434951782
1044,1,Yes,1,Yes,True,30,0.9842901825904846
1045,1,Yes,1,Yes,True,30,0.9868842363357544
1046,0,No,0,No,True,30,0.9988037347793579
1047,1,Yes,1,Yes,True,30,0.994966447353363
1048,1,Yes,1,Yes,True,30,0.9690020084381104
1049,0,No,0,No,True,27,0.9878107905387878
1050,1,Yes,1,Yes,True,30,0.995422899723053
1051,1,Yes,0,No,False,-1,0.0007202214910648763
1052,1,Yes,0,No,False,-1,0.45305195450782776
1053,1,Yes,1,Yes,True,-1,0.7764198780059814
1054,0,No,0,No,True,30,0.9993927478790283
1055,0,No,0,No,True,28,0.9938595294952393
1056,0,No,0,No,True,28,0.9984366297721863
1057,1,Yes,1,Yes,True,30,0.986781656742096
1058,0,No,0,No,True,29,0.9631497859954834
1059,1,Yes,1,Yes,True,30,0.9694319367408752
1060,1,Yes,1,Yes,True,30,0.9632505178451538
1061,1,Yes,1,Yes,True,30,0.9903532266616821
1062,1,Yes,0,No,False,-1,0.3614879846572876
1063,0,No,0,No,True,27,0.9982764720916748
1064,1,Yes,1,Yes,True,31,0.9321041107177734
1065,1,Yes,0,No,False,-1,0.32286980748176575
1066,1,Yes,1,Yes,True,31,0.8636061549186707
1067,0,No,0,No,True,29,0.9994639754295349
1068,0,No,0,No,True,28,0.9995424747467041
1069,0,No,0,No,True,29,0.9921787977218628
1070,0,No,0,No,True,29,0.805629551410675
1071,1,Yes,1,Yes,True,30,0.9635645747184753
1072,0,No,0,No,True,28,0.9971141815185547
1073,1,Yes,1,Yes,True,30,0.9964106678962708
1074,1,Yes,0,No,False,-1,0.10200906544923782
1075,0,No,0,No,True,29,0.9992901086807251
1076,1,Yes,1,Yes,True,30,0.9574166536331177
1077,0,No,0,No,True,30,0.998916506767273
1078,1,Yes,1,Yes,True,30,0.9743012189865112
1079,0,No,1,Yes,False,-1,0.0036311468575149775
1080,0,No,0,No,True,29,0.9994088411331177
1081,0,No,0,No,True,29,0.9995706677436829
1082,1,Yes,1,Yes,True,30,0.9937453269958496
1083,1,Yes,1,Yes,True,30,0.994204580783844
1084,1,Yes,1,Yes,True,30,0.9941452741622925
1085,1,Yes,1,Yes,True,30,0.9983412027359009
1086,1,Yes,1,Yes,True,30,0.9987242817878723
1087,0,No,1,Yes,False,-1,0.10348230600357056
1088,1,Yes,1,Yes,True,30,0.9931812882423401
1089,1,Yes,1,Yes,True,30,0.99029541015625
